room_id_name,room_id_difficulty,room_id_tools,room_id_description,room_id_practical_applicability,room_id_lessons_learnt,room_id_user_opinions
Kessel Run,medium,['Star Wars themed'],"- Wonderland CTF requires initial reconnaissance via theHarvester for subdomain discovery, followed by Nmap version scanning to identify vulnerable services, then Gobuster directory enumeration on HTTP ports to locate hidden endpoints leading to privilege escalation vectors.,Wonderland",Themed challenge,"['Various techniques', 'SW theme']",Fun themed room
Key Management,medium,"['Key management', 'PKI']","- CVE-2021-29447 exploitation on target WordPress instance necessitates initial Nmap for service identification, subsequent Gobuster enumeration to pinpoint the vulnerable XML endpoint, followed by XXE payload injection using Burp Suite to exfiltrate local WordPress configuration files or achieve SSRF.,WordPress: CVE-2021-29447","Key security, PKI","['Key lifecycle', 'PKI', 'key storage']",Important security topic
Keybored,easy,['Keyboard exploitation'],"- Wrath room CTF strategy commences with broad Nmap TCP/UDP scans, transitioning to Gobuster directory bruteforcing on web roots, leveraging TheHarvester for email/subdomain intelligence, culminating in privilege escalation exploits derived from misconfigurations identified via manual enumeration.,Wrath",Creative problem-solving,['Creative techniques'],Unique concept
Keyring,medium,['Linux keyring'],"- Professional pentest reports mandate structured sections detailing Nmap scan outputs, Gobuster discovered paths, vulnerability validation steps based on exploitation proofs, and remediation guidance mapped directly to identified security deficiencies.,Writing Pentest Reports",Linux security,"['Linux keyring', 'credential storage']",Specialized Linux topic
KillShot,hard,['Advanced exploitation'],"- Initial reconnaissance via theHarvester targets subdomains; Nmap identifies open ports on WWBuddy service; Gobuster brute-forces web directory structure searching for sensitive endpoints leading to potential unauthenticated file access.,WWBuddy",Advanced techniques,['Advanced exploitation chains'],Very challenging
Kim's Crew,medium,['CTF challenge'],"- x86 register analysis (EAX, EBX, ECX, EDX, EBP, ESP) critical for stack manipulation; understanding segment registers (CS, DS, SS) guides memory addressing offsets required for buffer overflow payload injection using GDB or Pwntools to overwrite return address.,x86 Architecture Overview",Multi-stage,['Multiple stages'],Decent challenge
King of the Hill,medium,['Competitive KOTH'],"- x86 assembly directives (.data, .bss, .text) delineate data storage and executable code sections; mastering MOV, PUSH, POP, CALL, RET primitives enables shellcode development and debugging via step-through execution with GDB or OllyDbg to verify stack frame integrity.,x86 Assembly Crash Course",Competitive hacking,"['Competitive skills', 'persistence']",Unique competitive format
Kitchen,easy,['Kitchen themed CTF'],"- XDR platforms ingest telemetry across endpoints, network, cloud, and identity layers, leveraging AI/ML for cross-domain correlation beyond traditional SIEM alert fatigue; enhancement requires tuning behavioral baselines to reduce false positives from simulated reconnaissance activities like nmap scans or gobuster web enumeration.,XDR: Introduction",Basic exploitation,['Basic techniques'],Fun beginner room
Koth Hackers,medium,['KOTH competition'],"- Reflected and stored XSS exploitation techniques involve injecting malicious JavaScript payloads via user-controllable input fields identified during enumeration (\text{gobuster/dirbuster for paths or nmap for service discovery preceding web testing)}; enhancement involves strict input validation and context-aware output encoding to prevent session hijacking or credential theft via document.cookie.,XSS",Competitive skills,['KOTH strategies'],Competitive practice
Kubernetes for Everyone,easy,['Kubernetes basics'],"- XML External Entity (XXE) exploitation leverages vulnerable XML parsers to exfiltrate local files (\text{e.g., /etc/passwd or config files discovered via initial reconnaissance using theHarvester or enumeration with gobuster for potential API endpoints handling XML input)} via out-of-band techniques (\text{e.g., SMB or HTTP requests to an attacker-controlled server defined in the DOCTYPE declaration using SYSTEM or ENTITY declarations for blind XXE data leakage through time-based or error-based responses monitored externally.},XXE Injection",Cloud-native fundamentals,"['Kubernetes basics', 'accessibility']",Excellent K8s intro
KyleBot,easy,['Bot exploitation'],"- Advanced YARA rule development enhancement integrates static analysis indicators derived from initial network enumeration (\text{via nmap port scanning or gobuster directory brute-forcing to locate potential file shares or web resources hosting samples)} with behavioral signatures (\text{e.g., API calls, entropy thresholds within specific byte ranges in the file header or packed sections detected by the rule syntax like \text{strings} and \text{condition} logic to minimize false positives during threat hunting operations across endpoints discovered post-exploitation or via theHarvester intelligence gathering phases)} for robust malware identification.},Yara",Basic exploitation,['Bot techniques'],Simple challenge
La Casa De Papel,easy,['Money Heist themed'],"- Zodiac themed enumeration phase requires mapping 'Dog' keywords to potential directory names or usernames for brute-forcing via gobuster or dirbuster against web servers initially identified via nmap TCP port scans during reconnaissance, leading to exploitation path by attempting credential guesses or file path traversal based on the current year's animal symbolism in the challenge context.},Year of the Dog",Themed fun,"['Basic exploitation', 'TV show theme']",Popular themed room
Lab,medium,['Lab environment'],"- Fox themed reconnaissance strategy mandates leveraging theHarvester with specific email suffixes or domain references suggesting 'cunning' or 'stealth' to uncover hidden subdomains before port scanning with nmap aggressive scans (-A), where subsequent enumeration utilizes gobuster to test dictionary lists tailored to animal cunning for vulnerability discovery.},Year of the Fox",Various techniques,['Lab exercises'],Practice environment
LAN Threat Simulation,medium,"['Network attacks', 'LAN threats']","- Jellyfish enumeration requires initial nmap SYN scans (-sS) targeting low port ranges suggesting aquatic depths, followed by dirbuster brute-forcing web directories using wordlists containing hydrostatic or marine terminology to locate misconfigured endpoints for subsequent exploitation.},Year of the Jellyfish","Network security, threat simulation","['LAN attacks', 'ARP spoofing', 'LLMNR poisoning']",Important network security
LazyAdmin,easy,['Admin panel exploitation'],"- Owl reconnaissance emphasizes passive OSINT via theHarvester targeting email addresses associated with avian or nocturnal themes, concurrently employing gobuster with a custom dictionary built from common owl species names to discover hidden files and potential credential leaks.},Year of the Owl",Misconfiguration exploitation,"['Admin panel abuse', 'default creds', 'misconfigurations']",Excellent beginner room teaching common misconfigurations
Learning Malware Analysis,medium,['Malware analysis techniques'],"- Year of the Pig enumeration mandates intensive TCP/UDP port scanning with nmap using aggressive timing templates (-T4), followed by service version detection (-sV) to identify outdated SMB or NFS shares potentially exploitable for piggybacking credentials.},Year of the Pig","Malware investigation, analysis skills","['Static/dynamic analysis', 'malware families', 'analysis workflow']",Comprehensive malware analysis training
Learning the Ropes,easy,['Beginner techniques'],"- Year of the Rabbit exploitation path likely involves web enumeration via gobuster or dirbuster targeting specific application endpoints identified by theHarvester for potential LFI/RFI vulnerabilities to read server-side configuration files.},Year of the Rabbit",Security basics,"['Security fundamentals', 'basic techniques']",Good beginner introduction
Ledger,hard,['Advanced blockchain'],"- Enumeration of the SMTP service via nmap scripts for VRFY/EXPN user disclosure followed by client-side phishing simulation or MUA vulnerability testing using tools like SET or custom Python sockets for credential harvesting after initial reconnaissance identifies valid email formats.,You Got Mail",Blockchain exploitation,"['Blockchain vulnerabilities', 'smart contracts']",Specialized blockchain content
Legal Considerations in DFIR,easy,"['Legal aspects', 'chain of custody']","- Initial reconnaissance simulates navigating a dark cave by employing brute-force directory traversal techniques analogous to gobuster or dirbuster on hidden web paths to uncover misconfigured endpoints or flag files mimicking hidden chambers.,You're in a cave","Legal compliance, evidence handling","['Chain of custody', 'legal standards', 'admissibility', 'compliance']",Critical legal knowledge for forensics
Length Extension Attacks,medium,['Cryptographic attacks'],"- Deploying Zeek to capture live network traffic during simulated reconnaissance scans like nmap TCP SYN sweeps to generate comprehensive connection logs, analyzing these logs for anomalous protocol behavior or potential exploitation indicators via Zeek's scripting engine.,Zeek",Crypto exploitation,"['Length extension attack', 'hash functions', 'exploitation']",Advanced crypto technique
Lesson Learned?,easy,['Security lessons'],"- Implementing Zeek log parsing scripts to efficiently filter HTTP logs generated during web enumeration using gobuster or dirbuster attacks, specifically targeting unusual user-agent strings or high-volume file request patterns indicative of credential stuffing attempts.,Zeek Exercises",Security awareness,"['Common mistakes', 'security lessons']",Good awareness content
Lessons Learned,easy,['Post-incident review'],"- Applying recursive nmap scans with incremental step reductions (`--max-retries` manipulation) to model Zeno's dichotomy paradox in network discovery, followed by gobuster directory brute-forcing using atomically smaller wordlist chunks to exhaustively map hidden endpoints.,Zeno","Incident review, improvement","['Post-incident review', 'lessons learned process']",Important IR follow-up
Lian_Yu,easy,['Arrow TV themed'],"- Post-reconnaissance identification of target AD domain via theHarvester, enumeration of LDAP ports using nmap scripting engine (`--script ldap-search`) to validate vulnerable Netlogon shares for ZeroLogon exploitation via manual or automated ePSV1 payload injection against domain controllers.,Zero Logon",Themed fun,"['Basic exploitation', 'Arrow theme']",Popular TV show themed room
Library,easy,['SSH exploitation'],"- VPN understanding requires enumerating remote access gateways via nmap port scans (e.g., TCP/1723 for PPTP, UDP/500/4500 for IPsec) followed by protocol analysis to identify tunneling mechanisms and potential misconfigurations for access control bypasses.,VPN Basics",Basic exploitation,"['SSH enumeration', 'exploitation']",Good SSH practice
Light,medium,['Various exploitation'],"- Vulnversity web exploitation involves initial reconnaissance using nmap for service discovery, followed by gobuster directory brute-forcing to uncover hidden directories like /admin or unpatched CMS paths, leading to SQLi or LFI exploitation for shell access.,Vulnversity",Multiple techniques,['Various exploitation stages'],Standard intermediate room
Linux Agency,medium,['Linux skills challenge'],"- Advanced vulnerability research demands in-depth static analysis of binary code via IDA Pro or Ghidra, coupled with dynamic fuzzing using AFL++ on target libraries identified through theHarvester domain enumeration and targeted nmap version scanning to discover outdated components ripe for exploit development.,Vulnerability Research",Linux mastery,"['Linux commands', 'privilege escalation', 'comprehensive Linux']",Excellent Linux skills builder
Linux Backdoors,medium,['Linux persistence'],"- Targeted VulnServer exploitation requires initial service enumeration via nmap to identify vulnerable non-standard ports or application versions, followed by fuzzing input buffers with monitored crashes using Python scripts to determine exact offset for shellcode injection and return address overwriting.,VulnServer","Red team persistence, detection","['Linux persistence mechanisms', 'backdoors', 'detection']",Important for both red/blue teams
Linux File System Analysis,medium,['Filesystem forensics'],"- W3bsploit mastery involves systematic reconnaissance using nmap and gobuster for directory and file enumeration on target web servers, followed by exploitation techniques leveraging SQLi or XSS via W3bsploit modules to achieve Remote Code Execution and privilege escalation.,W3bsploit",Linux forensics,"['Ext4 analysis', 'inode forensics', 'file recovery']",Essential Linux forensics
Linux Forensics,medium,['Linux forensics comprehensive'],"- Advanced WAF bypass requires initial nmap scans identifying exposed endpoints; subsequent gobuster enumeration seeks obfuscated paths; exploitation utilizes payload encoding or HTTP parameter pollution to evade WAF rules for injection attacks.,WAF Bypass",Forensic investigation,"['Linux artifacts', 'log analysis', 'forensic investigation']",Comprehensive Linux forensics
Linux Function Hooking,hard,['Advanced Linux exploitation'],"- Wallet security analysis involves reconnaissance for exposed infrastructure using theHarvester for subdomains; enumeration targets API endpoints with gobuster; exploitation focuses on private key exposure or weak signing algorithms.,Wallet","Advanced exploitation, research","['LD_PRELOAD', 'function hooking', 'advanced techniques']",Advanced Linux security topic
Linux Fundamentals Part 1,easy,['Linux basics intro'],"- Wargames simulation requires initial network mapping via nmap with version detection (-sV) to identify outdated services; enumeration employs dirbuster against web directories seeking 'Joshua' related files; exploitation mirrors the film's theme via brute-forcing or logic flaws to gain remote shell access on simulated NORAD-like systems.,WarGames",Linux basics,"['Basic commands', 'file system', 'navigation']",Essential first Linux room
Linux Fundamentals Part 2,easy,['Linux intermediate'],"- Warzone CTF protocol demands aggressive reconnaissance using theHarvester for potential employee emails and subdomains; enumeration focuses on TCP port scanning with nmap (-p- -sC -sV) followed by gobuster for hidden API endpoints; exploitation involves exploiting identified vulnerabilities to escalate privileges toward the target 'Command' Center.,Warzone 1",Linux skills progression,"['Permissions', 'users', 'processes', 'basic scripting']",Great progression from Part 1
Linux Fundamentals Part 3,easy,['Linux advanced basics'],"- Advanced Warzone engagement requires stealthy OSINT via theHarvester targeting internal network diagrams; enumeration utilizes specific nmap scripting engine (NSE) against lesser-known ports and dirbuster brute-forcing directories with custom wordlists; exploitation techniques center on authenticated web application flaws and local privilege escalation post-breach.,Warzone 2",Completing Linux basics,"['Cron', 'package management', 'services', 'logging']",Completes Linux fundamentals trilogy
Linux Incident Surface,medium,['Linux incident response'],"- Webhook security assessment mandates initial reconnaissance using nmap to identify exposed endpoints; enumeration involves gobuster fuzzing payloads into webhook URLs to trigger remote code execution or SSRF; exploitation focuses on signature bypass via timing attacks or parameter tampering after API key discovery.,Webhook Security",IR on Linux systems,"['Linux IR', 'attack surface', 'incident identification']",Important Linux IR topic
Linux Live Analysis,medium,['Live forensics'],"- WebGym practice requires systematic enumeration via gobuster and dirbuster against common web directories and sensitive files; reconnaissance involves nmap service version detection on port 80/443 followed by exploiting SQLi or XSS using Burp Suite Intruder for payload injection and session hijacking techniques.,WebGym","Live forensics, IR","['Volatile data collection', 'live analysis', 'memory forensics']",Critical live forensics skills
Linux Logs Investigations,medium,['Linux log analysis'],"- WebShell mastery focuses on uploading and executing webshells (e.g., PHP backdoors) after identifying vulnerable upload endpoints through gobuster directory brute-forcing; exploitation involves command injection via the shell interface to achieve remote code execution (RCE) and privilege escalation.,WebShell","Log analysis, IR","['Linux log locations', 'analysis techniques', 'incident investigation']",Essential Linux investigation skill
Linux Memory Analysis,hard,['Linux memory forensics'],"- Networking 101 techniques cover TCP/IP stack understanding and OSI model layers; practical steps involve using nmap for port scanning and service enumeration to map network topology, fundamental to further reconnaissance phases in penetration testing.,What is Networking",Advanced forensics,"['Volatility for Linux', 'memory artifacts', 'advanced analysis']",Advanced Linux forensics skill
Linux Privilege Escalation,medium,"['Linux privesc tools', 'LinPEAS']","- WiFi Hacking 101 mastery focuses on 802.11 protocol vulnerabilities; methodology includes using Aircrack-ng suite for packet capture (e.g., deauthentication attacks) and WPA/WPA2 handshake cracking, enhancing initial reconnaissance beyond standard TCP/IP tools.,WiFi Hacking 101","Linux security, pentesting","['SUID', 'sudo', 'capabilities', 'kernel exploits', 'cron']",Essential Linux pentesting skill
Linux Process Analysis,medium,"['Process forensics', 'analysis']","- Advanced Windows API exploitation room techniques mandate deep understanding of Win32 functions for process injection (e.g., CreateRemoteThread, WriteProcessMemory), bypassing UAC via registry manipulation, and custom shellcode development integrated with debugging tools like x64dbg or WinDbg, moving beyond basic network scanners.,Windows API","Process security, IR","['Process analysis', '/proc filesystem', 'process forensics']",Important Linux security analysis
Linux Server Forensics,medium,['Server forensics'],"- Windows Event Log forensics involves deep parsing of EVTX files (using tools like EvtExport or PowerShell Get-WinEvent) to identify suspicious logon events (ID 4624/4625), process creation (ID 4688 with command line enabled), and security policy changes, complementing initial reconnaissance steps like nmap scanning to establish a timeline of system compromise.,Windows Event Logs","Server security, forensics","['Server logs', 'web logs', 'database forensics']",Important for server environments
Linux PrivEsc,medium,['Privilege escalation comprehensive'],"- Comprehensive Windows exploitation proceeds from initial nmap service enumeration to identify vulnerable services (e.g. SMB, RDP), followed by gobuster/dirbuster for web path discovery, culminating in exploit delivery (Metasploit or custom payloads) and post-exploitation privilege escalation via weak service permissions or kernel vulnerabilities.,Windows Exploitation",Pentesting Linux systems,"['Complete privesc techniques', 'comprehensive coverage']",Thorough Linux privesc training
Linux PrivEsc Arena,medium,['Privesc practice arena'],"- Advanced Windows Internals analysis involves examining kernel structures, memory management (PTEs, VADs), and process injection techniques (e.g., Process Hollowing, DLL side-loading), often requiring WinDbg or Volatility frameworks for runtime debugging and artifact forensics, bypassing standard user-mode security controls.,Windows Internals","Skills practice, multiple scenarios","['Multiple privesc scenarios', 'practice environment']",Excellent practice arena
Linux Reverse Engineering,hard,"['Linux RE', 'binary analysis']","- Mastering Windows Persistence requires implementing Run key manipulation (HKLM\Software\Microsoft\Windows\CurrentVersion\Run), WMI Event Subscriptions for SACL abuse, Service DLL hijacking via ImagePath modification, and Scheduled Task creation (using schtasks or PowerShell cmdlets), often preceded by initial nmap scanning and gobuster web enumeration.,Windows Persistence","RE skills, binary analysis","['ELF analysis', 'Ghidra', 'dynamic analysis', 'advanced RE']",Advanced Linux RE training
Linux Rootkits,hard,"['Rootkit analysis', 'detection']","- Establishing a reliable Windows reverse shell involves initial reconnaissance with nmap to identify open ports, followed by exploitation via uploading PowerShell payloads (e.g., Invoke-Mimikatz) or Netcat listeners (nc) on attacker machine, bypassing defenses through BypassExecutionPolicy.,Windows Reverse Shell","Malware analysis, Linux security","['Rootkit mechanics', 'detection techniques', 'kernel-level malware']",Advanced Linux security topic
Linux System Hardening,medium,"['System hardening', 'security']","- Windows system administration enumeration involves utilizing PowerShell cmdlets (Get-LocalUser, Get-Service) or built-in tools (wmic, net user) for local privilege assessment and configuration auditing, often preceding remote management via WinRM or remote PowerShell sessions.,Windows System Administration","System security, hardening","['Hardening techniques', 'security configurations', 'best practices']",Essential for Linux administrators
Linux Strength Training,easy,['Linux skills building'],"- Wordlist generation for password cracking preparation involves custom masking and rules within Hashcat or John the Ripper, often leveraging reconnaissance data from web enumeration (gobuster for directories) or email harvesting (theHarvester) to create highly targeted dictionaries.,Wordlist Generation",Linux proficiency,"['Progressive Linux challenges', 'skill building']",Good Linux skills development
Linux Wireshark Traffic Analysis,medium,"['Wireshark', 'Linux traffic']","- Web basics enumeration utilizes HTTP/HTTPS protocol understanding, examining source code for hidden credentials or JavaScript endpoints.
- Directory bruteforcing with gobuster or dirbuster targets common paths (/admin, /backup) identified during initial reconnaissance via nmap service version detection.
- HTTP request manipulation using Burp Suite or OWASP ZAP identifies potential vulnerabilities like IDOR or parameter tampering.
- DNS enumeration via theHarvester or nslookup maps subdomains critical for expanded attack surface mapping.
- File inclusion testing (LFI/RFI) involves injecting path traversal sequences (e.g., ../etc/passwd) into URL parameters.
- Cookie and session management analysis reveals weak token generation or insecure storage practices.
- Web server fingerprinting from nmap output (e.g., Apache 2.4.41) guides the selection of exploit modules.
- Form field fuzzing targets input validation for potential SQL Injection (SQLi) or Cross-Site Scripting (XSS) vectors.
- Robots.txt analysis uncovers directories intentionally hidden from search engines but accessible via direct navigation.
- Identifying web technology stacks (Wappalyzer or manual check) informs vulnerability lookup on CVE databases.,World Wide Web","Network forensics, traffic analysis","['Wireshark on Linux', 'packet analysis', 'protocol analysis']",Important network analysis skills
LNX,easy,['Simple Linux CTF'],"- Worm propagation initialization often relies on network service enumeration using nmap to scan for vulnerable ports like SMB (445) or RDP (3389).
- Payload delivery during exploitation stage requires crafting malformed packets or leveraging known buffer overflows specific to the identified service version.
- Reconnaissance involves internal network mapping, potentially using tools like arp-scan or custom scripts after initial host compromise.
- Malware behavioral analysis necessitates dynamic analysis in a sandboxed environment using tools like Cuckoo Sandbox to monitor API calls.
- Persistence mechanisms are identified by examining registry keys (Run keys), startup folders, or scheduled tasks post-exploitation.
- Command and Control (C2) communication detection involves traffic sniffing with Wireshark to spot exfiltration patterns or beaconing activity.
- Directory enumeration techniques, while less direct for network worms, can be adapted to find configuration files that dictate worm spreading logic.
- Memory forensics using Volatility framework extracts injected code segments or active process lists for worm artifact retrieval.
- System call tracing with strace (Linux) or Procmon (Windows) maps the exact sequence of file writes and network connections made by the malware.,Worm Propagation",Basic Linux exploitation,['Basic Linux techniques'],Simple Linux challenge
Local File Inclusion,easy,['LFI exploitation comprehensive'],"- Structured writeup creation mandates sequencing from initial nmap port scans to final privilege escalation documentation.
- Reconnaissance sections must detail gobuster or dirbuster wordlist selections and resulting directory paths discovered.
- Exploitation documentation requires exact paste of Metasploit module names or custom exploit code used during the vulnerability phase.
- TheHarvester output screenshots or direct text should be embedded to substantiate OSINT claims in the initial setup.
- Enumeration steps should specifically list response codes (e.g., HTTP 200, 403) observed after web enumeration attempts.
- Technical enhancement involves annotating tool flags and parameters (e.g., nmap -sV -A) rather than simple command execution.
- Privilege escalation methods (e.g., SUID binaries, kernel exploits) must link directly to the specific proof-of-concept file utilized.
- Markdown formatting (# headers, \`\`code blocks) is crucial for readability when presenting complex command chains.
- Post-exploitation activity, such as data staging or lateral movement, requires detailed use of Netcat or similar utilities.,Writeups","Web security, LFI attacks","['LFI techniques', 'log poisoning', 'RCE via LFI']",Important web vulnerability
Local File Inclusion - Advanced,medium,['Advanced LFI'],"- Initial reconnaissance focused on discovering the hidden web interface, utilizing gobuster with a custom wordlist targeting Chinese Zodiac-themed paths.
- Nmap scanning revealed non-standard ports, requiring specific version detection (-sV) to identify the vulnerable service running.
- Enumeration of the vulnerable service involved manual parameter fuzzing instead of automated dirbuster scans due to rate-limiting.
- Exploitation centered on an insecure input validation flaw, likely requiring base64 encoding of payloads for bypass.
- OSINT component involved theHarvester to gather associated emails or subdomains related to the Zodiac theme for potential credential leaks.
- Post-exploitation required locating a specific configuration file misplaced on the system, often found via recursive find commands after initial shell access.
- Privilege escalation involved identifying a weakly configured cron job or SUDO entry related to a system utility.
- Technical writeup enhancement demands documenting the exact sequence of character escapes necessary to trigger the vulnerability path.,Year of the Dog 2",Advanced web exploitation,"['Advanced LFI', 'wrappers', 'PHP filters', 'complex exploitation']",Advanced LFI techniques
Lockdown,medium,['Security lockdown scenario'],- **TryHackMe 0x41haz** module mandates **ELF header** parsing using **readelf** or **objdump** to map segments and sections; successful flag retrieval necessitates identifying and defeating **ptrace** or **timing-based** anti-debugging checks within the binary's execution flow,"Security hardening, lockdown","['Lockdown procedures', 'security hardening']",Security lockdown practice
Log Analysis,easy,['Log analysis fundamentals'],- **TryHackMe AD: BadSuccessor** focuses on exploiting identified **WriteDACL** or **GenericAll** permissions using **Rubeus (asreproast/dcsync)** or **Impacket's secretsdump.py** against the Domain Naming Context (NC) to initiate a **DCSync** replication request,"Security monitoring, troubleshooting","['Log formats', 'analysis techniques', 'finding threats']",Essential skill for security operations
Log Operations,medium,"['Log management', 'operations']",- **TryHackMe Advanced SQL Injection** module covers exploiting complex database vulnerabilities using **SQLMap** for automated discovery,"Log infrastructure, management","['Log collection', 'storage', 'retention', 'analysis']",Important operational skill
Linux Modules,medium,"['Kernel modules', 'insmod', 'modprobe']",- **TryHackMe Advent of Cyber 1 [2019]** introduced foundational concepts: basic **nmap** SYN scans (`-sS`) for host discovery,"Linux kernel security, module management","['Kernel modules', 'loading/unloading', 'security implications']",Important Linux kernel knowledge
Linux PrivEsc Arena,medium,"['Multiple privesc techniques', 'practice environment']",- **TryHackMe Advent of Cyber 2 [2020]** advanced to include practical **theHarvester** usage for external reconnaissance gathering against specified domains,Comprehensive privesc practice,"['20+ privilege escalation scenarios', 'comprehensive practice']",Excellent hands-on practice environment
Linux Privilege Escalation,medium,"['LinPEAS', 'GTFOBins', 'various tools']",- **TryHackMe Adventure Time** utilized esoteric **encoding challenges** requiring intensive **CyberChef** manipulation for base conversion decoding (e.g.,Essential pentesting skill,"['SUID', 'sudo', 'capabilities', 'kernel exploits', 'enumeration']",Essential and comprehensive Linux privesc
Linux Process Analysis,medium,"['Process analysis tools', '/proc']",- **TryHackMe Anonforce** challenge mandates **nmap** reconnaissance targeting anonymous FTP access; successful enumeration via FTP yields user file listings; subsequent **theHarvester** use on identified usernames uncovers credential snippets; captured password hashes are cracked offline using **hashcat** or **john**; final pivot involves decrypting a GPG-encrypted message utilizing the cracked private key found within system files for root access. (69 words; tools: **nmap**,"Process security, malware detection","['/proc filesystem', 'process forensics', 'analysis techniques']",Important security analysis skill
Linux Server Forensics,medium,"['Server log analysis', 'forensic tools']",- **TryHackMe Anonymous Playground** facilitates learning basic enumeration via **nmap** service scanning; web enumeration utilizes **gobuster** for hidden directories; exploitation often involves testing low-hanging fruit like default credentials or known vulnerable service versions found during initial reconnaissance before moving to simple privilege escalation paths. (46 words; tools: **nmap**,"Server security, incident investigation","['Web server logs', 'database forensics', 'server-specific artifacts']",Critical for server environments
Linux Shells,easy,"['Shell types', 'usage', 'security']",- **TryHackMe Anthem** focuses on foundational Windows exploitation: initial **nmap** targeting common SMB/RDP ports; manual enumeration involves querying `systeminfo` and user permissions; privilege escalation often targets unquoted service paths or weak service binaries identified through manual inspection or tools like **WinPEAS** post-initial shell establishment. (48 words; tools: **nmap**,"Shell security, reverse shells","['Bash', 'sh', 'reverse shells', 'shell exploitation']",Essential for pentesters and admins
Linux Strength Training,easy,['Progressive Linux challenges'],- **TryHackMe Anti-Reverse Engineering** room covers defeating malware protection: analyzing compiler artifacts to identify anti-debugging checks (e.g.,Linux proficiency development,"['Progressive challenges', 'skill building exercises']",Good Linux skill builder
Linux System Hardening,medium,"['Hardening tools', 'security configs']",- **TryHackMe APT28 in the Snare** room necessitates forensic log analysis tracking adversarial lateral movement: initial host discovery via simulated network scans often identified with baseline **nmap**-style signatures; subsequent hunting involves correlating PowerShell execution logs (`Microsoft-Windows-PowerShell/Operational`) for known APT28 command-and-control indicators and utilizing **Volatility Framework** against memory dumps to isolate suspicious processes injecting into legitimate services. (58 words; tools: **nmap**,"System security, defense","['Hardening techniques', 'security configurations', 'compliance']",Essential for production Linux systems
Living Off the Land,medium,"['LOLBins', 'native tools exploitation']",- **TryHackMe Archangel** LFI vector exploited by injecting PHP wrapper code (`php://filter/convert.base64-encode/resource=../../etc/passwd`) during enumeration phase; creative privilege escalation achieved by uploading a malicious PHP backdoor via LFI to access a weak cron job configuration that executes user-controlled scripts as root,"Stealthy attacks, defense evasion","['LOLBins', 'native tool abuse', 'stealthy techniques', 'detection']","Modern attack technique, important for both red/blue"
Lo-Fi,easy,['Simple CTF'],- **TryHackMe Atlas** reconnaissance commenced with **nmap** identifying open ports,Basic practice,['Basic exploitation techniques'],Simple beginner challenge
LocalPotato,medium,"['Windows privilege escalation', 'LocalPotato']",- **TryHackMe Atomic Bird Goes Purple #2** emphasized **Advanced Detection Engineering** by developing custom Sigma rules and YARA signatures based on behavioral outputs generated from refined **Atomic Red Team** test executions targeting fileless malware techniques and uncommon command-line argument abuse; practical steps involved tuning rule sensitivity against known false positives identified during testing. (50 words; tools: **Atomic Red Team**,Windows exploitation,"['LocalPotato technique', 'Windows privesc', 'exploitation']",Important Windows privesc technique
Lockdown,medium,['Security lockdown procedures'],- **TryHackMe Atomic Red Team** room focused on **Threat Emulation Fundamentals**,Security procedures,"['Lockdown procedures', 'incident response lockdown']",Important security procedures
Log Operations,medium,"['Log management', 'SIEM']",- **TryHackMe Attacking ECB Oracles** simulation executing **Chosen Plaintext Attack (CPA)** against an **ECB** mode **block cipher** implementation; data exfiltration required crafting specific plaintexts to force predictable ciphertext block repetitions,Log infrastructure,"['Log collection', 'retention', 'analysis operations']",Critical operational skill
Log Universe,medium,['Comprehensive log analysis'],- **TryHackMe Aware Online Banking** room dictates intercepting and manipulating transaction requests via **Burp Suite Professional/Community** to test **business logic flaws** such as **fund reassignment bypass** or **double-spend vulnerability** by replaying authenticated requests differing only in nonce or sequence numbering; involves thorough **parameter fuzzing** of internal transfer APIs identified during detailed **directory enumeration** post-initial **nmap** scanning. (60 words; tools: **Burp Suite** (Intruder/Repeater),Multi-system log analysis,"['Windows/Linux logs', 'analysis techniques', 'correlation']",Comprehensive log analysis training
Logging for Accountability,easy,"['Logging', 'compliance', 'audit']",- **TryHackMe Blue** room technique mandates initial **nmap** scanning to confirm SMB service presence (port 445) and Windows version compatibility for **MS17-010** vulnerability; subsequent exploitation leverages the Metasploit module `exploit/windows/smb/ms17_010_eternalblue` with appropriate payloads (e.g.,"Compliance, audit trails","['Audit logging', 'compliance requirements', 'accountability']",Important for regulated environments
Logless Hunt,medium,['Threat hunting without logs'],- **TryHackMe Blueprint** methodology involves precise **nmap** fingerprinting to identify the specific Windows version and subsequently target vulnerable services like the potentially unpatched **OSCOMM** service; exploitation often progresses via service enumeration (perhaps testing for weak configuration or known CVEs) leading to reliable **Remote Code Execution (RCE)**,Advanced threat hunting,"['Memory forensics', 'artifact hunting', 'alternative data sources']",Advanced threat hunting techniques
Logs Fundamentals,easy,"['Log basics', 'formats']",- **TryHackMe Boogeyman 3** mandates intricate exploitation chains,Log understanding,"['Log types', 'formats', 'sources', 'importance']",Essential log fundamentals
Logstash: Data Processing Unit,medium,"['Logstash', 'ELK Stack']",- **TryHackMe Bookstore** challenge involves initial web service discovery using **nmap** and **gobuster** for hidden endpoints,"SIEM operations, data processing","['Logstash configuration', 'filters', 'parsing', 'ELK integration']",Essential ELK component
